customer_id_mock,customer_segment,top_5_components
"DEMO-V2-011","Charity Champions","[{""hub_component"":""sparks_offers"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""charity"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-012","Charity Champions","[{""hub_component"":""sparks_offers"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""charity"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-013","Charity Champions","[{""hub_component"":""sparks_offers"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""charity"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-014","Charity Champions","[{""hub_component"":""sparks_offers"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""charity"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-015","Charity Champions","[{""hub_component"":""sparks_offers"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""charity"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-016","Credit Card Maximisers","[{""hub_component"":""sparks_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-017","Credit Card Maximisers","[{""hub_component"":""sparks_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-018","Credit Card Maximisers","[{""hub_component"":""sparks_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-019","Credit Card Maximisers","[{""hub_component"":""sparks_offers"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":1,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":4,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-020","Credit Card Maximisers","[{""hub_component"":""sparks_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-021","New / Exploring Members","[{""hub_component"":""sparks_offers"",""rank"":1,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":5,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-022","New / Exploring Members","[{""hub_component"":""sparks_offers"",""rank"":1,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":5,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-023","New / Exploring Members","[{""hub_component"":""sparks_offers"",""rank"":1,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":5,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-024","New / Exploring Members","[{""hub_component"":""sparks_offers"",""rank"":1,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":5,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-025","New / Exploring Members","[{""hub_component"":""sparks_offers"",""rank"":1,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":5,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-026","Offer Hunters","[{""hub_component"":""sparks_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":1,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":2,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-027","Offer Hunters","[{""hub_component"":""sparks_wallet"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":1,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":2,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-028","Offer Hunters","[{""hub_component"":""sparks_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":1,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":2,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-029","Offer Hunters","[{""hub_component"":""sparks_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":1,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":2,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-030","Offer Hunters","[{""hub_component"":""sparks_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":1,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":2,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-031","Prize Draw Enthusiasts","[{""hub_component"":""sparks_offers"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":1,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""charity"",""rank"":3,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-032","Prize Draw Enthusiasts","[{""hub_component"":""sparks_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":1,""score"":0,""source"":""illustrative""},{""hub_component"":""charity"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":3,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-033","Prize Draw Enthusiasts","[{""hub_component"":""sparks_offers"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":1,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""charity"",""rank"":3,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-034","Prize Draw Enthusiasts","[{""hub_component"":""sparks_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":1,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":2,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-035","Prize Draw Enthusiasts","[{""hub_component"":""sparks_offers"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":1,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_offers"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""charity"",""rank"":3,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-036","Promo-Responsive Browsers","[{""hub_component"":""sparks_wallet"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-037","Promo-Responsive Browsers","[{""hub_component"":""sparks_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-038","Promo-Responsive Browsers","[{""hub_component"":""sparks_wallet"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-039","Promo-Responsive Browsers","[{""hub_component"":""sparks_wallet"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-040","Promo-Responsive Browsers","[{""hub_component"":""sparks_wallet"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-041","Young Family Members","[{""hub_component"":""sparks_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""baby_club"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-042","Young Family Members","[{""hub_component"":""sparks_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""baby_club"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-043","Young Family Members","[{""hub_component"":""sparks_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""baby_club"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-044","Young Family Members","[{""hub_component"":""sparks_offers"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""credit_card_wallet"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""charity"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""baby_club"",""rank"":1,""score"":0,""source"":""illustrative""}]"
"DEMO-V2-045","Young Family Members","[{""hub_component"":""sparks_wallet"",""rank"":4,""score"":0,""source"":""illustrative""},{""hub_component"":""sparks_offers"",""rank"":2,""score"":0,""source"":""illustrative""},{""hub_component"":""prize_draws"",""rank"":5,""score"":0,""source"":""illustrative""},{""hub_component"":""banners"",""rank"":3,""score"":0,""source"":""illustrative""},{""hub_component"":""baby_club"",""rank"":1,""score"":0,""source"":""illustrative""}]"
